ID,Company / Brand / Platform,Entity Type,Primary Category,Sub-category,Country / Region,Description,ADC Relevance,Priority Score,Priority,AI / Data Relevance,Potential Use Case,Public Contact,Official Website,LinkedIn,Research Search URL,Verification Status,Last Reviewed,Notes
ST-0061,Edge10 Group,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Edge10+Group+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0062,FanCode Insights,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=FanCode+Insights+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0063,Fanisko,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Fanisko+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0064,Full Track AI,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Full+Track+AI+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0065,Fusion Sport,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Fusion+Sport+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0066,Genius Sports,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Genius+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0067,Genius Sports Second Spectrum,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Genius+Sports+Second+Spectrum+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0068,Gracenote Sports,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Gracenote+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0069,Hawk-Eye Innovations,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Hawk-Eye+Innovations+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0070,Hego,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Hego+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0071,HomeCourt,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=HomeCourt+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0072,Hudl,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=Hudl+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0073,InStat,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=InStat+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0074,KheloMore Analytics,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=KheloMore+Analytics+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0075,Kinduct,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Kinduct+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0076,KINEXON,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=KINEXON+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0077,Kitman Labs,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Kitman+Labs+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0078,LongoMatch,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=LongoMatch+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
